match_id,season_id,match_date,home_team_id,away_team_id,full_time_home_goals,full_time_away_goals,full_time_result,half_time_home_goals,half_time_away_goals,half_time_result
449,2,2016-10-02,18,24,1,1,D,0,0,D
450,2,2016-10-02,27,17,2,0,H,2,0,H
451,2,2016-10-15,1,26,3,2,H,2,1,H
452,2,2016-10-15,3,13,6,1,H,3,1,H
453,2,2016-10-15,8,15,3,0,H,2,0,H
454,2,2016-10-15,9,30,0,1,A,0,1,A
455,2,2016-10-15,17,10,1,1,D,0,0,D
456,2,2016-10-15,24,25,2,0,H,2,0,H
457,2,2016-10-15,29,27,1,1,D,0,0,D
458,2,2016-10-16,19,28,0,1,A,0,0,D
459,2,2016-10-16,23,6,3,1,H,0,0,D
460,2,2016-10-17,16,18,0,0,D,0,0,D
461,2,2016-10-22,1,19,0,0,D,0,0,D
462,2,2016-10-22,3,27,0,0,D,0,0,D
463,2,2016-10-22,6,10,2,1,H,1,0,H
464,2,2016-10-22,13,24,0,2,A,0,1,A
465,2,2016-10-22,15,9,3,1,H,1,0,H
466,2,2016-10-22,16,29,2,1,H,2,0,H
467,2,2016-10-22,26,28,0,0,D,0,0,D
468,2,2016-10-22,30,25,1,0,H,0,0,D
469,2,2016-10-23,8,18,4,0,H,2,0,H
470,2,2016-10-23,17,23,1,1,D,0,1,A
471,2,2016-10-29,9,16,2,4,A,2,3,A
472,2,2016-10-29,18,6,0,0,D,0,0,D
473,2,2016-10-29,19,3,2,0,H,1,0,H
474,2,2016-10-29,25,1,1,4,A,0,1,A
475,2,2016-10-29,27,15,1,1,D,1,0,H
476,2,2016-10-29,28,13,1,0,H,0,0,D
477,2,2016-10-29,29,17,0,4,A,0,2,A
478,2,2016-10-30,10,30,2,0,H,0,0,D
479,2,2016-10-30,23,8,0,2,A,0,1,A
480,2,2016-10-31,24,26,3,1,H,1,1,D
481,2,2016-11-05,3,25,1,2,A,1,1,D
482,2,2016-11-05,6,9,3,2,H,2,0,H
483,2,2016-11-05,8,10,5,0,H,3,0,H
484,2,2016-11-05,17,19,1,1,D,1,0,H
485,2,2016-11-05,30,24,1,1,D,0,0,D
486,2,2016-11-06,1,27,1,1,D,1,0,H
487,2,2016-11-06,13,23,2,1,H,0,1,A
488,2,2016-11-06,15,29,1,2,A,0,0,D
489,2,2016-11-06,16,28,6,1,H,3,0,H
490,2,2016-11-06,26,18,1,3,A,0,3,A
491,2,2016-11-19,9,17,1,2,A,0,1,A
492,2,2016-11-19,10,26,1,1,D,0,1,A
493,2,2016-11-19,18,1,1,1,D,0,0,D
494,2,2016-11-19,23,16,0,0,D,0,0,D
495,2,2016-11-19,24,3,0,1,A,0,1,A
496,2,2016-11-19,25,13,3,0,H,1,0,H
497,2,2016-11-19,27,30,3,2,H,0,1,A
498,2,2016-11-19,28,15,2,1,H,2,1,H
499,2,2016-11-20,19,8,0,1,A,0,1,A
500,2,2016-11-21,29,6,4,0,H,3,0,H
501,2,2016-11-26,6,17,1,2,A,1,1,D
502,2,2016-11-26,8,27,2,1,H,1,1,D
503,2,2016-11-26,13,29,1,1,D,0,1,A
504,2,2016-11-26,15,19,2,2,D,1,1,D
505,2,2016-11-26,16,25,2,0,H,0,0,D
506,2,2016-11-26,26,9,5,4,H,1,1,D
507,2,2016-11-27,1,3,3,1,H,1,1,D
508,2,2016-11-27,18,30,1,1,D,1,1,D
509,2,2016-11-27,23,10,1,0,H,1,0,H
510,2,2016-11-27,28,24,0,1,A,0,1,A
511,2,2016-12-03,9,23,3,0,H,2,0,H
512,2,2016-12-03,17,8,1,3,A,1,0,H
513,2,2016-12-03,24,6,2,0,H,2,0,H
514,2,2016-12-03,25,15,2,1,H,0,0,D
515,2,2016-12-03,27,26,5,0,H,2,0,H
516,2,2016-12-03,29,28,3,1,H,2,0,H
517,2,2016-12-03,30,1,1,5,A,0,1,A
518,2,2016-12-04,3,16,4,3,H,0,2,A
519,2,2016-12-04,10,18,1,1,D,0,1,A
520,2,2016-12-05,19,13,1,0,H,0,0,D
521,2,2016-12-10,1,24,3,1,H,1,1,D
522,2,2016-12-10,6,3,3,2,H,2,1,H
523,2,2016-12-10,13,9,3,3,D,1,0,H
524,2,2016-12-10,15,17,4,2,H,3,0,H
525,2,2016-12-10,26,25,3,0,H,0,0,D
526,2,2016-12-10,28,10,3,2,H,1,1,D
527,2,2016-12-11,8,29,1,0,H,0,0,D
528,2,2016-12-11,16,30,2,2,D,1,2,A
529,2,2016-12-11,18,27,1,0,H,1,0,H
530,2,2016-12-11,23,19,1,0,H,0,0,D
531,2,2016-12-13,3,15,1,0,H,1,0,H
532,2,2016-12-13,10,1,2,1,H,1,1,D
533,2,2016-12-14,9,18,1,2,A,0,1,A
534,2,2016-12-14,17,28,2,0,H,1,0,H
535,2,2016-12-14,19,16,0,3,A,0,1,A
536,2,2016-12-14,24,23,0,0,D,0,0,D
537,2,2016-12-14,25,8,0,1,A,0,1,A
538,2,2016-12-14,27,13,3,0,H,1,0,H
539,2,2016-12-14,29,26,3,1,H,0,0,D
540,2,2016-12-14,30,6,1,0,H,1,0,H
541,2,2016-12-17,9,8,0,1,A,0,1,A
542,2,2016-12-17,19,26,3,0,H,2,0,H
543,2,2016-12-17,24,15,2,2,D,2,0,H
544,2,2016-12-17,25,28,1,0,H,0,0,D
545,2,2016-12-17,29,18,0,2,A,0,1,A
546,2,2016-12-17,30,13,1,0,H,0,0,D
547,2,2016-12-18,3,23,1,3,A,1,1,D
548,2,2016-12-18,17,1,2,1,H,0,1,A
549,2,2016-12-18,27,6,2,1,H,1,1,D
550,2,2016-12-19,10,16,0,1,A,0,0,D
551,2,2016-12-26,1,29,1,0,H,0,0,D
552,2,2016-12-26,6,19,1,0,H,0,0,D
553,2,2016-12-26,8,3,3,0,H,1,0,H
554,2,2016-12-26,13,17,0,3,A,0,0,D
555,2,2016-12-26,15,10,0,2,A,0,0,D
556,2,2016-12-26,18,25,3,1,H,1,0,H
557,2,2016-12-26,26,30,1,4,A,0,1,A
558,2,2016-12-26,28,9,1,1,D,0,1,A
559,2,2016-12-27,16,24,4,1,H,2,1,H
560,2,2016-12-28,23,27,1,4,A,1,1,D
561,2,2016-12-30,13,10,2,2,D,1,1,D
562,2,2016-12-31,6,25,4,1,H,1,0,H
563,2,2016-12-31,8,24,4,2,H,1,0,H
564,2,2016-12-31,15,30,1,0,H,1,0,H
565,2,2016-12-31,16,17,1,0,H,1,0,H
566,2,2016-12-31,18,19,2,1,H,0,0,D
567,2,2016-12-31,23,29,1,2,A,1,1,D
568,2,2016-12-31,26,3,0,3,A,0,2,A
569,2,2017-01-01,1,9,2,0,H,1,0,H
570,2,2017-01-01,28,27,1,4,A,0,3,A
571,2,2017-01-02,10,23,3,0,H,0,0,D
572,2,2017-01-02,17,6,2,1,H,0,0,D
573,2,2017-01-02,19,15,0,0,D,0,0,D
574,2,2017-01-02,25,16,2,2,D,1,1,D
575,2,2017-01-02,29,13,3,1,H,0,1,A
576,2,2017-01-02,30,18,0,2,A,0,0,D
577,2,2017-01-03,3,1,3,3,D,2,0,H
578,2,2017-01-03,9,26,1,2,A,0,1,A
579,2,2017-01-03,24,28,2,0,H,1,0,H
580,2,2017-01-04,27,8,2,0,H,1,0,H
581,2,2017-01-14,6,23,1,0,H,0,0,D
582,2,2017-01-14,13,3,3,1,H,1,1,D
583,2,2017-01-14,15,8,0,3,A,0,1,A
584,2,2017-01-14,25,24,1,3,A,1,3,A
585,2,2017-01-14,26,1,0,4,A,0,1,A
586,2,2017-01-14,27,29,4,0,H,2,0,H
587,2,2017-01-14,28,19,0,0,D,0,0,D
588,2,2017-01-14,30,9,3,0,H,0,0,D
589,2,2017-01-15,10,17,4,0,H,1,0,H
590,2,2017-01-15,18,16,1,1,D,0,1,A
591,2,2017-01-21,3,28,2,2,D,0,1,A
592,2,2017-01-21,9,10,0,1,A,0,0,D
593,2,2017-01-21,16,26,2,3,A,0,0,D
594,2,2017-01-21,17,27,2,2,D,0,0,D
595,2,2017-01-21,19,30,1,3,A,1,2,A
596,2,2017-01-21,24,18,1,1,D,1,0,H
597,2,2017-01-21,29,25,2,0,H,2,0,H
598,2,2017-01-22,1,6,2,1,H,0,0,D
599,2,2017-01-22,8,13,2,0,H,1,0,H
600,2,2017-01-22,23,15,3,0,H,2,0,H
601,2,2017-01-31,1,28,1,2,A,0,2,A
602,2,2017-01-31,3,9,0,2,A,0,0,D
603,2,2017-01-31,6,15,1,0,H,0,0,D
604,2,2017-01-31,16,8,1,1,D,0,1,A
605,2,2017-01-31,19,29,1,1,D,1,1,D
606,2,2017-01-31,25,27,0,0,D,0,0,D
607,2,2017-01-31,26,23,2,1,H,1,0,H
608,2,2017-02-01,18,13,0,0,D,0,0,D
609,2,2017-02-01,24,10,1,1,D,1,1,D
610,2,2017-02-01,30,17,0,4,A,0,3,A
611,2,2017-02-04,8,1,3,1,H,1,0,H
612,2,2017-02-04,9,25,0,4,A,0,4,A
613,2,2017-02-04,10,3,6,3,H,3,0,H
614,2,2017-02-04,13,16,2,0,H,1,0,H
615,2,2017-02-04,23,30,1,3,A,1,2,A
616,2,2017-02-04,27,19,1,0,H,0,0,D
617,2,2017-02-04,28,6,2,1,H,2,0,H
618,2,2017-02-04,29,24,1,0,H,1,0,H
619,2,2017-02-05,15,18,0,3,A,0,2,A
620,2,2017-02-05,17,26,2,1,H,1,0,H
621,2,2017-02-11,1,13,2,0,H,1,0,H
622,2,2017-02-11,16,27,2,0,H,2,0,H
623,2,2017-02-11,18,28,2,0,H,1,0,H
624,2,2017-02-11,19,10,0,0,D,0,0,D
625,2,2017-02-11,24,9,1,0,H,0,0,D
626,2,2017-02-11,25,23,0,4,A,0,2,A
627,2,2017-02-11,30,29,2,2,D,0,1,A
628,2,2017-02-12,6,8,1,1,D,1,1,D
629,2,2017-02-12,26,15,2,0,H,2,0,H
630,2,2017-02-13,3,17,0,2,A,0,1,A
631,2,2017-02-25,8,26,3,1,H,1,1,D
632,2,2017-02-25,9,19,1,0,H,1,0,H
633,2,2017-02-25,10,25,2,0,H,1,0,H
634,2,2017-02-25,13,6,1,1,D,0,0,D
635,2,2017-02-25,28,30,1,1,D,1,0,H
636,2,2017-02-25,29,3,2,1,H,2,1,H
637,2,2017-02-26,27,24,4,0,H,4,0,H
638,2,2017-02-27,15,16,3,1,H,2,0,H
639,2,2017-03-04,15,13,3,1,H,1,1,D
640,2,2017-03-04,16,1,3,1,H,2,0,H
641,2,2017-03-04,18,3,1,1,D,1,1,D
642,2,2017-03-04,24,19,2,0,H,2,0,H
643,2,2017-03-04,26,6,3,2,H,1,1,D
644,2,2017-03-04,28,23,3,4,A,1,2,A
645,2,2017-03-04,29,9,0,2,A,0,0,D
646,2,2017-03-05,25,17,0,2,A,0,1,A
647,2,2017-03-05,27,10,3,2,H,1,0,H
648,2,2017-03-06,30,8,1,2,A,0,1,A
649,2,2017-03-08,17,24,0,0,D,0,0,D
650,2,2017-03-11,3,30,3,2,H,1,1,D
651,2,2017-03-11,10,29,3,0,H,2,0,H
652,2,2017-03-11,13,26,2,1,H,0,0,D
653,2,2017-03-12,16,6,2,1,H,1,1,D
654,2,2017-03-18,3,26,2,0,H,1,0,H
655,2,2017-03-18,9,28,1,0,H,0,0,D
656,2,2017-03-18,10,13,4,0,H,1,0,H
657,2,2017-03-18,24,8,1,2,A,1,1,D
658,2,2017-03-18,25,6,0,0,D,0,0,D
659,2,2017-03-18,29,1,3,1,H,1,1,D
660,2,2017-03-18,30,15,2,3,A,1,3,A
661,2,2017-03-19,17,16,1,1,D,0,0,D
662,2,2017-03-19,19,18,1,3,A,0,1,A
663,2,2017-03-19,27,23,2,1,H,2,0,H
664,2,2017-04-01,6,27,0,2,A,0,0,D
665,2,2017-04-01,8,9,1,2,A,1,2,A
666,2,2017-04-01,13,30,2,1,H,0,1,A
667,2,2017-04-01,15,24,2,0,H,1,0,H
668,2,2017-04-01,16,10,3,1,H,2,1,H
669,2,2017-04-01,18,29,0,0,D,0,0,D
670,2,2017-04-01,23,3,0,0,D,0,0,D
671,2,2017-04-01,28,25,1,0,H,0,0,D
672,2,2017-04-02,1,17,2,2,D,1,2,A
673,2,2017-04-02,26,19,0,0,D,0,0,D
674,2,2017-04-04,6,24,1,0,H,0,0,D
675,2,2017-04-04,15,25,2,0,H,0,0,D
676,2,2017-04-04,18,10,1,1,D,0,1,A
677,2,2017-04-04,28,29,2,0,H,1,0,H
678,2,2017-04-05,1,30,3,0,H,0,0,D
679,2,2017-04-05,8,17,2,1,H,2,1,H
680,2,2017-04-05,13,19,4,2,H,3,2,H
681,2,2017-04-05,16,3,2,2,D,1,1,D
682,2,2017-04-05,23,9,3,1,H,1,1,D
683,2,2017-04-05,26,27,1,3,A,1,0,H
684,2,2017-04-08,3,8,1,3,A,1,2,A
685,2,2017-04-08,17,13,3,1,H,1,0,H
686,2,2017-04-08,19,6,0,0,D,0,0,D
687,2,2017-04-08,24,16,1,2,A,1,0,H
688,2,2017-04-08,27,28,4,0,H,3,0,H
689,2,2017-04-08,29,23,0,1,A,0,1,A
690,2,2017-04-08,30,26,1,0,H,1,0,H
691,2,2017-04-09,10,15,4,2,H,3,2,H
692,2,2017-04-09,25,18,0,3,A,0,1,A
693,2,2017-04-10,9,1,3,0,H,1,0,H
694,2,2017-04-15,9,15,2,2,D,0,1,A
695,2,2017-04-15,10,6,3,1,H,0,0,D
696,2,2017-04-15,23,17,0,3,A,0,0,D
697,2,2017-04-15,24,13,3,1,H,1,0,H
698,2,2017-04-15,25,30,2,2,D,1,1,D
699,2,2017-04-15,27,3,4,0,H,2,0,H
700,2,2017-04-15,28,26,1,0,H,1,0,H
701,2,2017-04-16,18,8,2,0,H,1,0,H
702,2,2017-04-16,29,16,0,1,A,0,1,A
703,2,2017-04-17,19,1,1,2,A,0,1,A
704,2,2017-04-22,3,19,4,0,H,2,0,H
705,2,2017-04-22,13,28,2,0,H,0,0,D
706,2,2017-04-22,26,24,2,0,H,1,0,H
707,2,2017-04-22,30,10,0,0,D,0,0,D
708,2,2017-04-23,6,18,0,2,A,0,2,A
709,2,2017-04-23,16,9,1,2,A,1,1,D
710,2,2017-04-25,8,23,4,2,H,2,1,H
711,2,2017-04-26,1,15,1,0,H,0,0,D
712,2,2017-04-26,9,27,0,1,A,0,0,D
713,2,2017-04-26,19,25,1,0,H,1,0,H
714,2,2017-04-27,17,18,0,0,D,0,0,D
715,2,2017-04-29,9,6,0,2,A,0,1,A
716,2,2017-04-29,23,13,0,0,D,0,0,D
717,2,2017-04-29,24,30,0,0,D,0,0,D
718,2,2017-04-29,25,3,0,1,A,0,0,D
719,2,2017-04-29,29,15,0,1,A,0,1,A
720,2,2017-04-30,10,8,0,3,A,0,0,D
721,2,2017-04-30,18,26,1,1,D,1,0,H
722,2,2017-04-30,19,17,2,2,D,1,0,H
723,2,2017-04-30,27,1,2,0,H,0,0,D
724,2,2017-05-01,28,16,0,1,A,0,1,A
725,2,2017-05-05,30,27,1,0,H,0,0,D
726,2,2017-05-06,3,24,2,2,D,0,1,A
727,2,2017-05-06,6,29,2,2,D,0,0,D
728,2,2017-05-06,13,25,0,2,A,0,0,D
729,2,2017-05-06,15,28,3,0,H,1,0,H
730,2,2017-05-06,17,9,5,0,H,1,0,H
731,2,2017-05-06,26,10,1,0,H,1,0,H
732,2,2017-05-07,1,18,2,0,H,0,0,D
733,2,2017-05-07,16,23,0,0,D,0,0,D
734,2,2017-05-08,8,19,3,0,H,2,0,H
735,2,2017-05-10,23,1,0,2,A,0,0,D
736,2,2017-05-12,10,28,1,0,H,0,0,D
737,2,2017-05-12,29,8,0,1,A,0,0,D
738,2,2017-05-13,3,6,2,1,H,1,0,H
739,2,2017-05-13,17,15,2,1,H,2,1,H
740,2,2017-05-13,19,23,1,2,A,0,1,A
741,2,2017-05-13,24,1,1,4,A,0,1,A
742,2,2017-05-13,25,26,0,2,A,0,2,A
743,2,2017-05-14,9,13,4,0,H,2,0,H
744,2,2017-05-14,27,18,2,1,H,1,0,H
745,2,2017-05-14,30,16,0,4,A,0,1,A
746,2,2017-05-15,8,28,4,3,H,2,1,H
747,2,2017-05-16,1,25,2,0,H,0,0,D
748,2,2017-05-16,17,29,3,1,H,2,0,H
749,2,2017-05-17,23,18,0,0,D,0,0,D
750,2,2017-05-18,15,27,1,6,A,0,2,A
751,2,2017-05-21,1,10,3,1,H,2,0,H
752,2,2017-05-21,6,30,1,2,A,1,1,D
753,2,2017-05-21,8,25,5,1,H,1,1,D
754,2,2017-05-21,13,27,1,7,A,0,3,A
755,2,2017-05-21,15,3,1,1,D,0,1,A
756,2,2017-05-21,16,19,3,0,H,1,0,H
757,2,2017-05-21,18,9,2,0,H,2,0,H
758,2,2017-05-21,23,24,0,1,A,0,0,D
759,2,2017-05-21,26,29,2,1,H,0,1,A
760,2,2017-05-21,28,17,0,5,A,0,4,A
761,3,2017-08-11,1,15,4,3,H,2,2,D
762,3,2017-08-12,5,17,0,2,A,0,0,D
763,3,2017-08-12,8,6,2,3,A,0,3,A
764,3,2017-08-12,9,12,0,3,A,0,2,A
765,3,2017-08-12,10,24,1,0,H,1,0,H
766,3,2017-08-12,23,26,0,0,D,0,0,D
767,3,2017-08-12,28,16,3,3,D,2,1,H
768,3,2017-08-12,29,3,1,0,H,1,0,H
769,3,2017-08-13,18,30,4,0,H,1,0,H
770,3,2017-08-13,20,27,0,2,A,0,0,D
771,3,2017-08-19,3,28,0,2,A,0,0,D
772,3,2017-08-19,6,29,0,1,A,0,0,D
773,3,2017-08-19,15,5,2,0,H,1,0,H
774,3,2017-08-19,16,9,1,0,H,0,0,D
775,3,2017-08-19,23,30,3,2,H,2,1,H
776,3,2017-08-19,24,1,1,0,H,0,0,D
777,3,2017-08-19,26,18,0,4,A,0,1,A
778,3,2017-08-20,12,20,1,0,H,0,0,D
779,3,2017-08-20,27,8,1,2,A,0,1,A
780,3,2017-08-21,17,10,1,1,D,0,1,A
781,3,2017-08-26,3,17,1,2,A,1,1,D
782,3,2017-08-26,9,26,0,2,A,0,1,A
783,3,2017-08-26,12,23,0,0,D,0,0,D
784,3,2017-08-26,18,15,2,0,H,0,0,D
785,3,2017-08-26,20,30,3,0,H,1,0,H
786,3,2017-08-26,28,5,0,0,D,0,0,D
787,3,2017-08-27,8,10,2,0,H,2,0,H
788,3,2017-08-27,16,1,4,0,H,2,0,H
789,3,2017-08-27,27,6,1,1,D,0,0,D
790,3,2017-08-27,29,24,1,1,D,0,0,D
791,3,2017-09-09,1,3,3,0,H,2,0,H
792,3,2017-09-09,5,29,3,1,H,1,0,H
793,3,2017-09-09,10,27,0,3,A,0,2,A
794,3,2017-09-09,15,8,1,2,A,0,1,A
795,3,2017-09-09,17,16,5,0,H,2,0,H
796,3,2017-09-09,23,28,0,2,A,0,1,A
797,3,2017-09-09,24,18,2,2,D,1,1,D
798,3,2017-09-10,6,9,1,0,H,1,0,H
799,3,2017-09-10,26,20,0,1,A,0,0,D
800,3,2017-09-11,30,12,2,0,H,0,0,D
801,3,2017-09-15,3,5,2,1,H,0,0,D
802,3,2017-09-16,9,23,0,1,A,0,1,A
803,3,2017-09-16,12,15,1,1,D,0,0,D
804,3,2017-09-16,16,6,1,1,D,1,1,D
805,3,2017-09-16,20,24,2,1,H,1,0,H
806,3,2017-09-16,27,26,0,0,D,0,0,D
807,3,2017-09-16,28,17,0,6,A,0,3,A
808,3,2017-09-16,29,30,0,0,D,0,0,D
809,3,2017-09-17,8,1,0,0,D,0,0,D
810,3,2017-09-17,18,10,4,0,H,1,0,H
811,3,2017-09-23,6,12,0,0,D,0,0,D
812,3,2017-09-23,10,3,2,1,H,0,0,D
813,3,2017-09-23,15,16,2,3,A,1,2,A
814,3,2017-09-23,17,9,5,0,H,1,0,H
815,3,2017-09-23,23,18,0,1,A,0,1,A
816,3,2017-09-23,24,8,0,4,A,0,2,A
817,3,2017-09-23,26,28,1,2,A,0,1,A
818,3,2017-09-23,30,27,2,3,A,0,2,A
819,3,2017-09-24,5,20,1,0,H,0,0,D
820,3,2017-09-25,1,29,2,0,H,1,0,H
821,3,2017-09-30,3,15,0,0,D,0,0,D
822,3,2017-09-30,8,17,0,1,A,0,0,D
823,3,2017-09-30,12,27,0,4,A,0,3,A
824,3,2017-09-30,18,9,4,0,H,2,0,H
825,3,2017-09-30,24,23,2,1,H,1,0,H
826,3,2017-09-30,29,28,2,2,D,2,1,H
827,3,2017-09-30,30,26,1,0,H,0,0,D
828,3,2017-10-01,1,5,2,0,H,1,0,H
829,3,2017-10-01,10,6,0,1,A,0,1,A
830,3,2017-10-01,20,16,1,1,D,1,1,D
831,3,2017-10-14,6,30,1,1,D,0,1,A
832,3,2017-10-14,9,8,2,1,H,2,1,H
833,3,2017-10-14,16,18,0,0,D,0,0,D
834,3,2017-10-14,17,24,7,2,H,3,1,H
835,3,2017-10-14,26,12,2,0,H,1,0,H
836,3,2017-10-14,27,3,1,0,H,0,0,D
837,3,2017-10-14,28,1,2,1,H,0,1,A
838,3,2017-10-15,5,10,1,1,D,0,0,D
839,3,2017-10-15,23,20,2,2,D,0,1,A
840,3,2017-10-16,15,29,1,1,D,0,0,D
841,3,2017-10-20,30,5,0,3,A,0,2,A
842,3,2017-10-21,8,28,4,2,H,1,1,D
843,3,2017-10-21,12,18,2,1,H,2,0,H
844,3,2017-10-21,17,6,3,0,H,1,0,H
845,3,2017-10-21,20,9,1,0,H,0,0,D
846,3,2017-10-21,23,29,1,0,H,0,0,D
847,3,2017-10-21,24,3,1,2,A,0,2,A
848,3,2017-10-21,26,15,1,2,A,0,1,A
849,3,2017-10-22,10,1,2,5,A,1,1,D
850,3,2017-10-22,27,16,4,1,H,3,1,H
851,3,2017-10-28,1,26,2,1,H,0,1,A
852,3,2017-10-28,3,8,0,1,A,0,0,D
853,3,2017-10-28,9,30,2,2,D,0,2,A
854,3,2017-10-28,16,12,3,0,H,0,0,D
855,3,2017-10-28,18,27,1,0,H,0,0,D
856,3,2017-10-28,28,24,0,1,A,0,1,A
857,3,2017-10-28,29,17,2,3,A,1,2,A
858,3,2017-10-29,5,23,1,1,D,0,1,A
859,3,2017-10-29,15,10,2,0,H,2,0,H
860,3,2017-10-30,6,20,1,0,H,0,0,D
861,3,2017-11-04,12,29,1,0,H,1,0,H
862,3,2017-11-04,20,3,0,1,A,0,0,D
863,3,2017-11-04,23,6,0,1,A,0,0,D
864,3,2017-11-04,24,15,2,2,D,1,1,D
865,3,2017-11-04,26,5,0,1,A,0,1,A
866,3,2017-11-04,30,16,1,4,A,0,2,A
867,3,2017-11-05,8,18,1,0,H,0,0,D
868,3,2017-11-05,10,28,3,2,H,0,0,D
869,3,2017-11-05,17,1,3,1,H,1,0,H
870,3,2017-11-05,27,9,1,0,H,0,0,D
871,3,2017-11-18,1,27,2,0,H,2,0,H
872,3,2017-11-18,3,12,4,0,H,2,0,H
873,3,2017-11-18,6,26,2,0,H,2,0,H
874,3,2017-11-18,9,10,2,2,D,2,2,D
875,3,2017-11-18,15,17,0,2,A,0,1,A
876,3,2017-11-18,16,23,3,0,H,2,0,H
877,3,2017-11-18,18,20,4,1,H,2,1,H
878,3,2017-11-18,29,8,0,4,A,0,3,A
879,3,2017-11-19,28,30,2,0,H,1,0,H
880,3,2017-11-20,5,24,2,2,D,1,2,A
881,3,2017-11-24,30,15,1,1,D,1,1,D
882,3,2017-11-25,9,24,2,1,H,0,0,D
883,3,2017-11-25,16,8,1,1,D,0,0,D
884,3,2017-11-25,18,5,1,0,H,0,0,D
885,3,2017-11-25,20,28,0,3,A,0,2,A
886,3,2017-11-25,26,3,0,0,D,0,0,D
887,3,2017-11-25,27,29,1,1,D,0,1,A
888,3,2017-11-26,6,1,0,1,A,0,0,D
889,3,2017-11-26,12,17,1,2,A,1,0,H
890,3,2017-11-26,23,10,4,1,H,1,1,D
891,3,2017-11-28,5,9,0,0,D,0,0,D
892,3,2017-11-28,15,27,2,1,H,2,0,H
893,3,2017-11-28,28,18,2,4,A,0,3,A
894,3,2017-11-28,29,20,2,2,D,1,0,H
895,3,2017-11-29,1,12,5,0,H,1,0,H
896,3,2017-11-29,3,6,1,2,A,0,1,A
897,3,2017-11-29,8,26,1,0,H,0,0,D
898,3,2017-11-29,10,30,4,0,H,2,0,H
